keycode,HD,PPD,RPD,RRD,user
66,0.10771846771240234,0.780623197555542,0.6729047298431396,0.7501246929168701,Artem
76,0.07721996307373047,0.18738079071044922,0.11016082763671875,0.18737530708312988,Artem
84,0.07721447944641113,0.4379856586456299,0.36077117919921875,0.45375514030456543,Artem
81,0.09298396110534668,0.17109370231628418,0.0781097412109375,0.17200994491577148,Artem
89,0.09390020370483398,0.14092659950256348,0.04702639579772949,0.14197158813476562,Artem
83,0.09494519233703613,0.26641178131103516,0.17146658897399902,0.2479403018951416,Artem
84,0.07647371292114258,0.14257550239562988,0.0661017894744873,0.18909239768981934,Artem
32,0.12299060821533203,0.20064902305603027,0.07765841484069824,0.17201685905456543,Artem
67,0.09435844421386719,0.18652629852294922,0.09216785430908203,0.1730339527130127,Artem
74,0.08086609840393066,0.18738961219787598,0.10652351379394531,0.1540675163269043,Artem
74,0.047544002532958984,0.20408320426940918,0.1565392017364502,0.23704051971435547,Artem
188,0.08050131797790527,0.23551011085510254,0.15500879287719727,0.23323965072631836,Artem
72,0.0782308578491211,0.1551966667175293,0.0769658088684082,0.13847970962524414,Artem
70,0.06151390075683594,0.34368133544921875,0.2821674346923828,0.3452029228210449,Artem
186,0.06303548812866211,0.15616798400878906,0.09313249588012695,0.1716611385345459,Artem
84,0.07852864265441895,0.1557753086090088,0.07724666595458984,0.18821954727172852,Artem
89,0.11097288131713867,0.15800881385803223,0.047035932540893555,0.12394428253173828,Artem
66,0.07690834999084473,0.46700596809387207,0.39009761810302734,0.48641514778137207,Artem
90,0.09631752967834473,0.2500007152557373,0.15368318557739258,0.25066161155700684,Artem
32,0.09697842597961426,0.2969388961791992,0.19996047019958496,0.29607224464416504,Artem
68,0.09611177444458008,0.12524843215942383,0.02913665771484375,0.10694265365600586,Artem
83,0.07780599594116211,0.18784284591674805,0.11003684997558594,0.1871013641357422,Artem
67,0.07706451416015625,0.4527895450592041,0.37572503089904785,0.4539005756378174,Artem
73,0.07817554473876953,0.17327475547790527,0.09509921073913574,0.15825510025024414,Artem
84,0.0631558895111084,0.1091606616973877,0.0460047721862793,0.12386322021484375,Artem
85,0.07785844802856445,0.18677973747253418,0.10892128944396973,0.18591690063476562,Artem
74,0.0769956111907959,0.20394325256347656,0.12694764137268066,0.2369403839111328,Artem
32,0.10999274253845215,0.5638377666473389,0.4538450241088867,0.5287415981292725,Artem
71,0.07489657402038574,0.09392356872558594,0.019026994705200195,0.12637662887573242,Artem
74,0.10734963417053223,0.15328598022460938,0.04593634605407715,0.1261434555053711,Artem
72,0.08020710945129395,0.14134931564331055,0.0611422061920166,0.15405797958374023,Artem
90,0.09291577339172363,0.32726597785949707,0.23435020446777344,0.3148372173309326,Artem
76,0.08048701286315918,0.15949392318725586,0.07900691032409668,0.15497088432312012,Artem
82,0.07596397399902344,0.1860055923461914,0.11004161834716797,0.18616127967834473,Artem
70,0.07611966133117676,0.49819254875183105,0.4220728874206543,0.5020473003387451,Artem
191,0.07997441291809082,0.8767290115356445,0.7967545986175537,0.889763593673706,Artem
32,0.09300899505615234,0.38934874534606934,0.296339750289917,0.3747446537017822,Artem
70,0.07840490341186523,0.12681961059570312,0.04841470718383789,0.13994622230529785,Artem
32,0.09153151512145996,0.2011106014251709,0.10957908630371094,0.18770670890808105,Artem
78,0.07812762260437012,0.1720290184020996,0.09390139579772949,0.17357802391052246,Artem
70,0.07967662811279297,0.15770411491394043,0.07802748680114746,0.1703352928161621,Artem
82,0.09230780601501465,0.3266940116882324,0.23438620567321777,0.31308889389038086,Artem
186,0.07870268821716309,0.15586543083190918,0.0771627426147461,0.15480518341064453,Artem
84,0.07764244079589844,0.5466845035552979,0.4690420627593994,0.5637476444244385,Artem
32,0.09470558166503906,0.6112651824951172,0.5165596008300781,0.5950498580932617,Artem
89,0.0784902572631836,0.15489983558654785,0.07640957832336426,0.15717458724975586,Artem
70,0.0807650089263916,0.23357534408569336,0.15281033515930176,0.24710416793823242,Artem
88,0.09429383277893066,0.20342755317687988,0.10913372039794922,0.18827199935913086,Artem
70,0.07913827896118164,0.5000460147857666,0.42090773582458496,0.5145862102508545,Artem
75,0.09367847442626953,0.14210128784179688,0.048422813415527344,0.12765121459960938,Artem
74,0.07922840118408203,0.6556956768035889,0.5764672756195068,0.6554791927337646,Artem
32,0.07901191711425781,0.5793139934539795,0.5003020763397217,0.5625696182250977,Artem
71,0.06226754188537598,0.15675139427185059,0.09448385238647461,0.1696629524230957,Artem
74,0.0751791000366211,0.1701948642730713,0.0950157642364502,0.1728675365447998,Artem
68,0.07785177230834961,0.2028956413269043,0.1250438690185547,0.18786907196044922,Artem
67,0.06282520294189453,0.23437094688415527,0.17154574394226074,0.2511756420135498,Artem
84,0.07962989807128906,0.15581679344177246,0.0761868953704834,0.13816046714782715,Artem
76,0.06197357177734375,0.17124009132385254,0.10926651954650879,0.17418932914733887,Artem
89,0.06492280960083008,0.20394539833068848,0.1390225887298584,0.20083999633789062,Artem
84,0.06181740760803223,0.32978320121765137,0.26796579360961914,0.3449594974517822,Artem
68,0.07699370384216309,0.14004063606262207,0.06304693222045898,0.14080190658569336,Artem
89,0.07775497436523438,0.20277833938598633,0.12502336502075195,0.23310589790344238,Artem
74,0.10808253288269043,0.18668365478515625,0.07860112190246582,0.15790104866027832,Artem
81,0.0792999267578125,0.1744391918182373,0.0951392650604248,0.18627071380615234,Artem
32,0.09113144874572754,0.21609735488891602,0.12496590614318848,0.1897289752960205,Artem
72,0.06476306915283203,0.14193081855773926,0.07716774940490723,0.14016294479370117,Artem
70,0.06299519538879395,0.15437030792236328,0.09137511253356934,0.18502354621887207,Artem
188,0.09364843368530273,0.18964052200317383,0.0959920883178711,0.1880803108215332,Artem
74,0.09208822250366211,0.20107197761535645,0.10898375511169434,0.18726897239685059,Artem
78,0.07828521728515625,0.14290428161621094,0.06461906433105469,0.1276721954345703,Artem
83,0.06305313110351562,0.49883174896240234,0.4357786178588867,0.5299808979034424,Artem
32,0.09420228004455566,0.2503349781036377,0.15613269805908203,0.22023320198059082,Artem
71,0.06410050392150879,0.12495207786560059,0.0608515739440918,0.12387442588806152,Artem
74,0.06302285194396973,0.12378811836242676,0.06076526641845703,0.12432408332824707,Artem
32,0.06355881690979004,0.28295111656188965,0.2193922996520996,0.2814481258392334,Artem
65,0.06205582618713379,0.12335562705993652,0.061299800872802734,0.1411449909210205,Artem
74,0.07984519004821777,0.2206406593322754,0.14079546928405762,0.22045421600341797,Artem
72,0.07965874671936035,0.1406242847442627,0.060965538024902344,0.13916826248168945,Artem
86,0.07820272445678711,0.17248201370239258,0.09427928924560547,0.16999578475952148,Artem
66,0.07571649551391602,0.4041893482208252,0.3284728527069092,0.39292287826538086,Artem
72,0.06445002555847168,0.1724555492401123,0.10800552368164062,0.1874983310699463,Artem
74,0.07949280738830566,0.11050581932067871,0.031013011932373047,0.10900259017944336,Artem
68,0.07798957824707031,0.07798957824707031,0.0,0.07816767692565918,Artem
70,0.07816767692565918,0.12280082702636719,0.04463315010070801,0.10776305198669434,Artem
89,0.06312990188598633,0.12694144248962402,0.0638115406036377,0.12521982192993164,Artem
66,0.061408281326293945,0.4844398498535156,0.4230315685272217,0.48388195037841797,Artem
190,0.06085038185119629,1.0474865436553955,0.9866361618041992,1.0810763835906982,Artem
32,0.09444022178649902,0.2489621639251709,0.15452194213867188,0.2309870719909668,Artem
71,0.07646512985229492,0.10970568656921387,0.033240556716918945,0.11001944541931152,Artem
74,0.07677888870239258,0.48336076736450195,0.4065818786621094,0.4680020809173584,Artem
80,0.06142020225524902,0.15555119514465332,0.0941309928894043,0.15811872482299805,Artem
66,0.06398773193359375,0.43889832496643066,0.3749105930328369,0.45212244987487793,Artem
87,0.07721185684204102,0.17018532752990723,0.09297347068786621,0.14121723175048828,Artem
66,0.04824376106262207,0.1589949131011963,0.11075115203857422,0.15557193756103516,Artem
66,0.04482078552246094,0.37273502349853516,0.3279142379760742,0.40683889389038086,Artem
32,0.07892465591430664,0.21913814544677734,0.1402134895324707,0.23504018783569336,Artem
