keycode,HD,PPD,RPD,RRD,user
66,0.10768389701843262,1.4255094528198242,1.3178255558013916,1.4060633182525635,nevova
76,0.08823776245117188,0.312044620513916,0.22380685806274414,0.32781529426574707,nevova
84,0.10400843620300293,0.11201238632202148,0.008003950119018555,0.09600329399108887,nevova
81,0.08799934387207031,0.12550115585327148,0.03750181198120117,0.14050006866455078,nevova
89,0.10299825668334961,0.15083646774291992,0.04783821105957031,0.14419794082641602,nevova
83,0.0963597297668457,0.16001439094543457,0.06365466117858887,0.15989398956298828,nevova
84,0.09623932838439941,0.1360008716583252,0.03976154327392578,0.15978527069091797,nevova
32,0.12002372741699219,1.1386680603027344,1.0186443328857422,1.114417552947998,nevova
67,0.09577322006225586,0.15716838836669922,0.06139516830444336,0.15740227699279785,nevova
74,0.09600710868835449,0.1200094223022461,0.0240023136138916,0.12803173065185547,nevova
74,0.10402941703796387,0.2400205135345459,0.13599109649658203,0.2400190830230713,nevova
188,0.10402798652648926,0.43536901473999023,0.331341028213501,0.413956880569458,nevova
72,0.08261585235595703,0.11461496353149414,0.03199911117553711,0.1470661163330078,nevova
70,0.1150670051574707,0.30089879035949707,0.18583178520202637,0.2895996570587158,nevova
186,0.10376787185668945,0.19977331161499023,0.09600543975830078,0.2160196304321289,nevova
84,0.12001419067382812,0.11201286315917969,-0.008001327514648438,0.10402822494506836,nevova
89,0.1120295524597168,0.22401952743530273,0.11198997497558594,0.21599912643432617,nevova
66,0.10400915145874023,0.2237415313720703,0.11973237991333008,0.2957453727722168,nevova
90,0.17601299285888672,0.1440105438232422,-0.03200244903564453,0.0799860954284668,nevova
32,0.11198854446411133,0.6187460422515869,0.5067574977874756,0.6187872886657715,nevova
68,0.1120297908782959,0.10402655601501465,-0.00800323486328125,0.09598898887634277,nevova
70,0.10399222373962402,0.39136552810668945,0.28737330436706543,0.38360166549682617,nevova
73,0.09622836112976074,0.15201067924499512,0.055782318115234375,0.14784598350524902,nevova
84,0.09206366539001465,0.08406209945678711,-0.008001565933227539,0.08800840377807617,nevova
85,0.09600996971130371,0.16802191734313965,0.07201194763183594,0.1600344181060791,nevova
74,0.08802247047424316,0.19225025177001953,0.10422778129577637,0.2030632495880127,nevova
32,0.09883546829223633,0.1148374080657959,0.01600193977355957,0.10402345657348633,nevova
71,0.08802151679992676,0.16002917289733887,0.07200765609741211,0.2275223731994629,nevova
72,0.15551471710205078,0.07280516624450684,-0.08270955085754395,0.07202649116516113,nevova
74,0.15473604202270508,0.45076489448547363,0.29602885246276855,0.36803150177001953,nevova
8,0.07200264930725098,0.13600683212280273,0.06400418281555176,0.17630219459533691,nevova
8,0.11229801177978516,0.3680126667022705,0.25571465492248535,0.36292576789855957,nevova
74,0.10721111297607422,0.09920382499694824,-0.008007287979125977,0.11999630928039551,nevova
72,0.12800359725952148,0.69500732421875,0.5670037269592285,0.6870119571685791,nevova
90,0.12000823020935059,0.28000497817993164,0.15999674797058105,0.24096202850341797,nevova
76,0.08096528053283691,0.23299551010131836,0.15203022956848145,0.3473639488220215,nevova
82,0.19533371925354004,0.06398677825927734,-0.1313469409942627,0.06392288208007812,nevova
70,0.19526982307434082,1.5854690074920654,1.3901991844177246,1.4782052040100098,nevova
191,0.08800601959228516,0.16001248359680176,0.0720064640045166,0.18428540229797363,nevova
32,0.11227893829345703,0.17599844932556152,0.06371951103210449,0.18375158309936523,nevova
70,0.12003207206726074,0.11201333999633789,-0.008018732070922852,0.0880129337310791,nevova
32,0.09603166580200195,0.24026155471801758,0.14422988891601562,0.2480001449584961,nevova
78,0.10377025604248047,0.14010000228881836,0.03632974624633789,0.19060969352722168,nevova
70,0.1542799472808838,0.0800013542175293,-0.07427859306335449,0.08822798728942871,nevova
82,0.1625065803527832,0.38190722465515137,0.21940064430236816,0.299407958984375,nevova
76,0.08000731468200684,0.1679973602294922,0.08799004554748535,0.24023675918579102,nevova
84,0.15224671363830566,0.46425342559814453,0.31200671195983887,0.3840341567993164,nevova
8,0.07202744483947754,0.12825560569763184,0.0562281608581543,0.12800931930541992,nevova
8,0.07178115844726562,0.5394792556762695,0.4676980972290039,0.5636861324310303,nevova
186,0.09598803520202637,0.08022856712341309,-0.01575946807861328,0.10402727127075195,nevova
84,0.11978673934936523,0.15977025032043457,0.039983510971069336,0.143996000289917,nevova
32,0.10401248931884766,0.7350149154663086,0.6310024261474609,0.7269942760467529,nevova
89,0.09599184989929199,0.10401272773742676,0.008020877838134766,0.09602713584899902,nevova
70,0.08800625801086426,0.25847601890563965,0.1704697608947754,0.3063361644744873,nevova
88,0.13586640357971191,0.4476478099822998,0.3117814064025879,0.43203306198120117,nevova
70,0.12025165557861328,0.24802613258361816,0.12777447700500488,0.20779800415039062,nevova
75,0.08002352714538574,0.15638446807861328,0.07636094093322754,0.1643829345703125,nevova
74,0.08802199363708496,0.2400343418121338,0.15201234817504883,0.26062560081481934,nevova
32,0.10861325263977051,0.3328225612640381,0.22420930862426758,0.3682215213775635,nevova
70,0.1440122127532959,0.5397820472717285,0.3957698345184326,0.5317838191986084,nevova
8,0.13601398468017578,0.20001864433288574,0.06400465965270996,0.18399620056152344,nevova
71,0.11999154090881348,0.18428945541381836,0.06429791450500488,0.16803550720214844,nevova
74,0.10373759269714355,0.25572943687438965,0.1519918441772461,0.28313231468200684,nevova
68,0.13114047050476074,0.2671782970428467,0.13603782653808594,0.26404309272766113,nevova
67,0.1280052661895752,0.27223944664001465,0.14423418045043945,0.25600481033325195,nevova
84,0.1117706298828125,0.12777352333068848,0.016002893447875977,0.1202552318572998,nevova
76,0.10425233840942383,0.2803835868835449,0.1761312484741211,0.2797830104827881,nevova
89,0.10365176200866699,0.13566899299621582,0.03201723098754883,0.144026517868042,nevova
84,0.11200928688049316,0.16001677513122559,0.04800748825073242,0.16799712181091309,nevova
68,0.11998963356018066,0.11223411560058594,-0.0077555179595947266,0.08800721168518066,nevova
89,0.09576272964477539,0.2105724811553955,0.11480975151062012,0.22400498390197754,nevova
74,0.10919523239135742,0.2612271308898926,0.15203189849853516,0.26223111152648926,nevova
81,0.1101992130279541,0.13102960586547852,0.020830392837524414,0.12481498718261719,nevova
32,0.10398459434509277,0.2079777717590332,0.10399317741394043,0.1920182704925537,nevova
72,0.08802509307861328,0.10402655601501465,0.016001462936401367,0.12800025939941406,nevova
70,0.1119987964630127,0.2160167694091797,0.10401797294616699,0.2240140438079834,nevova
188,0.1199960708618164,0.23594045639038086,0.11594438552856445,0.19594979286193848,nevova
74,0.08000540733337402,0.1553812026977539,0.07537579536437988,0.17162632942199707,nevova
78,0.09625053405761719,0.17601776123046875,0.07976722717285156,0.21802163124084473,nevova
83,0.13825440406799316,0.18626046180725098,0.04800605773925781,0.14423918724060059,nevova
32,0.09623312950134277,0.8490786552429199,0.7528455257415771,0.8568391799926758,nevova
71,0.10399365425109863,0.07200908660888672,-0.031984567642211914,0.06755232810974121,nevova
74,0.09953689575195312,0.18754076957702637,0.08800387382507324,0.20001840591430664,nevova
32,0.1120145320892334,0.36803102493286133,0.25601649284362793,0.3840138912200928,nevova
65,0.12799739837646484,0.12022948265075684,-0.007767915725708008,0.09602499008178711,nevova
74,0.10379290580749512,0.17603015899658203,0.07223725318908691,0.16801118850708008,nevova
72,0.09577393531799316,0.2717900276184082,0.17601609230041504,0.2722439765930176,nevova
86,0.09622788429260254,0.10401034355163574,0.007782459259033203,0.1037743091583252,nevova
66,0.09599184989929199,0.15201759338378906,0.05602574348449707,0.14690923690795898,nevova
72,0.09088349342346191,0.17089319229125977,0.08000969886779785,0.18400168418884277,nevova
74,0.10399198532104492,0.16001248359680176,0.056020498275756836,0.2320404052734375,nevova
68,0.17601990699768066,0.1360173225402832,-0.04000258445739746,0.06400156021118164,nevova
70,0.1040041446685791,0.06400465965270996,-0.03999948501586914,0.0719912052154541,nevova
89,0.11199069023132324,0.24001455307006836,0.12802386283874512,0.23203349113464355,nevova
66,0.10400962829589844,0.6000337600708008,0.49602413177490234,0.602595329284668,nevova
190,0.10657119750976562,0.19427180290222168,0.08770060539245605,0.18076848983764648,nevova
32,0.09306788444519043,0.13307452201843262,0.04000663757324219,0.1282365322113037,nevova
71,0.08822989463806152,0.11200833320617676,0.023778438568115234,0.12000918388366699,nevova
74,0.09623074531555176,0.3200223445892334,0.22379159927368164,0.32001161575317383,nevova
80,0.09622001647949219,0.24824810028076172,0.15202808380126953,0.23981499671936035,nevova
66,0.08778691291809082,0.11977195739746094,0.03198504447937012,0.14400839805603027,nevova
87,0.11202335357666016,0.12800884246826172,0.015985488891601562,0.08800792694091797,nevova
66,0.0720224380493164,0.11202549934387207,0.040003061294555664,0.14708709716796875,nevova
66,0.10708403587341309,0.21109366416931152,0.10400962829589844,0.20824098587036133,nevova
32,0.10423135757446289,0.27487850189208984,0.17064714431762695,0.2626011371612549,nevova
78,0.09195399284362793,0.16396594047546387,0.07201194763183594,0.16023731231689453,nevova
72,0.0882253646850586,0.10418081283569336,0.015955448150634766,0.11977338790893555,nevova
84,0.10381793975830078,0.2683422565460205,0.16452431678771973,0.27078914642333984,nevova
188,0.10626482963562012,0.18627643585205078,0.08001160621643066,0.20002031326293945,nevova
69,0.12000870704650879,0.2362992763519287,0.11629056930541992,0.22813129425048828,nevova
190,0.11184072494506836,0.3118622303009033,0.20002150535583496,0.2960245609283447,nevova
