user,time,button,state,x,y
Nikita,1649452735.5815654,NoButton,Move,983,890
Nikita,1649452735.5825684,NoButton,Move,983,889
Nikita,1649452735.5835688,NoButton,Move,984,889
Nikita,1649452735.585564,NoButton,Move,985,889
Nikita,1649452735.586565,NoButton,Move,986,888
Nikita,1649452735.588565,NoButton,Move,987,888
Nikita,1649452735.5905643,NoButton,Move,988,888
Nikita,1649452735.5915654,NoButton,Move,988,887
Nikita,1649452735.5925646,NoButton,Move,989,887
Nikita,1649452735.5935652,NoButton,Move,990,887
Nikita,1649452735.5955744,NoButton,Move,991,886
Nikita,1649452735.597565,NoButton,Move,992,886
Nikita,1649452735.5995672,NoButton,Move,993,884
Nikita,1649452735.600564,NoButton,Move,994,884
Nikita,1649452735.6025631,NoButton,Move,995,884
Nikita,1649452735.6045666,NoButton,Move,996,883
Nikita,1649452735.6065748,NoButton,Move,997,883
Nikita,1649452735.6088004,NoButton,Move,998,883
Nikita,1649452735.6097124,NoButton,Move,998,882
Nikita,1649452735.6107202,NoButton,Move,999,882
Nikita,1649452735.6127267,NoButton,Move,1000,881
Nikita,1649452735.6137218,NoButton,Move,1001,881
Nikita,1649452735.6157215,NoButton,Move,1002,881
Nikita,1649452735.6167243,NoButton,Move,1003,881
Nikita,1649452735.6177256,NoButton,Move,1003,880
Nikita,1649452735.6187222,NoButton,Move,1004,880
Nikita,1649452735.6207218,NoButton,Move,1005,879
Nikita,1649452735.6227295,NoButton,Move,1006,879
Nikita,1649452735.6247294,NoButton,Move,1007,879
Nikita,1649452735.6257193,NoButton,Move,1007,878
Nikita,1649452735.6267192,NoButton,Move,1008,878
Nikita,1649452735.628728,NoButton,Move,1009,877
Nikita,1649452735.6297193,NoButton,Move,1010,877
Nikita,1649452735.6317208,NoButton,Move,1011,877
Nikita,1649452735.6327252,NoButton,Move,1011,876
Nikita,1649452735.6337223,NoButton,Move,1013,876
Nikita,1649452735.6357212,NoButton,Move,1014,876
Nikita,1649452735.6367211,NoButton,Move,1014,875
Nikita,1649452735.6377208,NoButton,Move,1015,875
Nikita,1649452735.6397192,NoButton,Move,1016,875
Nikita,1649452735.6418025,NoButton,Move,1017,874
Nikita,1649452735.6432285,NoButton,Move,1018,874
Nikita,1649452735.645206,NoButton,Move,1019,873
Nikita,1649452735.647209,NoButton,Move,1020,873
Nikita,1649452735.6492085,NoButton,Move,1021,872
Nikita,1649452735.651207,NoButton,Move,1022,872
Nikita,1649452735.6522076,NoButton,Move,1022,871
Nikita,1649452735.6542163,NoButton,Move,1023,871
Nikita,1649452735.6552067,NoButton,Move,1024,871
Nikita,1649452735.656207,NoButton,Move,1024,870
Nikita,1649452735.6582158,NoButton,Move,1025,870
Nikita,1649452735.6592073,NoButton,Move,1025,869
Nikita,1649452735.6602108,NoButton,Move,1026,869
Nikita,1649452735.662207,NoButton,Move,1026,868
Nikita,1649452735.6642067,NoButton,Move,1027,868
Nikita,1649452735.6652074,NoButton,Move,1027,867
Nikita,1649452735.6662068,NoButton,Move,1028,867
Nikita,1649452735.6672096,NoButton,Move,1028,866
Nikita,1649452735.6682081,NoButton,Move,1029,866
Nikita,1649452735.6702073,NoButton,Move,1030,865
Nikita,1649452735.6722066,NoButton,Move,1030,864
Nikita,1649452735.6742063,NoButton,Move,1031,864
Nikita,1649452735.6762064,NoButton,Move,1031,863
Nikita,1649452735.6762064,NoButton,Move,1032,863
Nikita,1649452735.6772087,NoButton,Move,1032,862
Nikita,1649452735.679206,NoButton,Move,1032,861
Nikita,1649452735.6802063,NoButton,Move,1033,861
Nikita,1649452735.6822093,NoButton,Move,1033,860
Nikita,1649452735.684206,NoButton,Move,1034,860
Nikita,1649452735.684206,NoButton,Move,1034,859
Nikita,1649452735.6862054,NoButton,Move,1034,858
Nikita,1649452735.6872098,NoButton,Move,1035,858
Nikita,1649452735.6882088,NoButton,Move,1035,857
Nikita,1649452735.6912134,NoButton,Move,1035,856
Nikita,1649452735.6922092,NoButton,Move,1036,856
Nikita,1649452735.6932101,NoButton,Move,1036,855
Nikita,1649452735.6952233,NoButton,Move,1036,854
Nikita,1649452735.7022078,NoButton,Move,1037,854
Nikita,1649452735.7032082,NoButton,Move,1038,851
Nikita,1649452735.7042077,NoButton,Move,1038,850
Nikita,1649452735.706207,NoButton,Move,1038,849
Nikita,1649452735.7082067,NoButton,Move,1039,848
Nikita,1649452735.711205,NoButton,Move,1039,847
Nikita,1649452735.714207,NoButton,Move,1039,846
Nikita,1649452735.7152073,NoButton,Move,1040,845
Nikita,1649452735.7172067,NoButton,Move,1040,844
Nikita,1649452735.7192068,NoButton,Move,1040,843
Nikita,1649452735.720208,NoButton,Move,1040,841
Nikita,1649452735.7212086,NoButton,Move,1041,841
Nikita,1649452735.7222068,NoButton,Move,1041,840
Nikita,1649452735.724224,NoButton,Move,1041,839
Nikita,1649452735.7252052,NoButton,Move,1041,838
Nikita,1649452735.727227,NoButton,Move,1041,837
Nikita,1649452735.7282076,NoButton,Move,1042,837
Nikita,1649452735.7292078,NoButton,Move,1042,836
Nikita,1649452735.7312064,NoButton,Move,1042,835
Nikita,1649452735.7322094,NoButton,Move,1042,834
Nikita,1649452735.734208,NoButton,Move,1042,833
Nikita,1649452735.736208,NoButton,Move,1042,832
Nikita,1649452735.738205,NoButton,Move,1043,831
Nikita,1649452735.7392073,NoButton,Move,1043,830
Nikita,1649452735.7412221,NoButton,Move,1043,829
Nikita,1649452735.7442172,NoButton,Move,1043,828
Nikita,1649452735.747206,NoButton,Move,1044,827
Nikita,1649452735.7482097,NoButton,Move,1044,826
Nikita,1649452735.749208,NoButton,Move,1044,825
Nikita,1649452735.7512074,NoButton,Move,1044,824
Nikita,1649452735.7532084,NoButton,Move,1044,823
Nikita,1649452735.755206,NoButton,Move,1044,822
Nikita,1649452735.7572067,NoButton,Move,1044,821
Nikita,1649452735.7592072,NoButton,Move,1044,820
Nikita,1649452735.7612216,NoButton,Move,1045,820
Nikita,1649452735.76221,NoButton,Move,1045,819
Nikita,1649452735.764208,NoButton,Move,1045,818
Nikita,1649452735.7652068,NoButton,Move,1045,817
Nikita,1649452735.7672062,NoButton,Move,1045,816
Nikita,1649452735.7692075,NoButton,Move,1045,815
Nikita,1649452735.7712066,NoButton,Move,1045,814
Nikita,1649452735.7732062,NoButton,Move,1045,813
Nikita,1649452735.77421,NoButton,Move,1045,812
Nikita,1649452735.7762086,NoButton,Move,1045,811
Nikita,1649452735.7782068,NoButton,Move,1045,810
Nikita,1649452735.7812107,NoButton,Move,1045,809
Nikita,1649452735.7822084,NoButton,Move,1045,808
Nikita,1649452735.7842062,NoButton,Move,1045,807
Nikita,1649452735.785207,NoButton,Move,1045,806
Nikita,1649452735.7877834,NoButton,Move,1045,805
Nikita,1649452735.7898138,NoButton,Move,1045,804
Nikita,1649452735.7918038,NoButton,Move,1045,803
Nikita,1649452735.7938025,NoButton,Move,1045,802
Nikita,1649452735.7948024,NoButton,Move,1045,801
Nikita,1649452735.7968135,NoButton,Move,1045,799
Nikita,1649452735.7988043,NoButton,Move,1045,798
Nikita,1649452735.8008041,NoButton,Move,1045,797
Nikita,1649452735.8028042,NoButton,Move,1045,796
Nikita,1649452735.804803,NoButton,Move,1045,795
Nikita,1649452735.806812,NoButton,Move,1045,794
Nikita,1649452735.8088052,NoButton,Move,1045,793
Nikita,1649452735.809804,NoButton,Move,1045,792
Nikita,1649452735.8118036,NoButton,Move,1045,791
Nikita,1649452735.8138044,NoButton,Move,1045,790
Nikita,1649452735.815806,NoButton,Move,1045,789
Nikita,1649452735.8168085,NoButton,Move,1045,789
Nikita,1649452735.8178062,NoButton,Move,1045,788
Nikita,1649452735.8198073,NoButton,Move,1045,787
Nikita,1649452735.8218136,NoButton,Move,1045,786
Nikita,1649452735.8228047,NoButton,Move,1045,785
Nikita,1649452735.824806,NoButton,Move,1045,784
Nikita,1649452735.826815,NoButton,Move,1045,783
Nikita,1649452735.8288128,NoButton,Move,1044,782
Nikita,1649452735.8308046,NoButton,Move,1044,781
Nikita,1649452735.8338046,NoButton,Move,1044,780
Nikita,1649452735.8358061,NoButton,Move,1044,779
Nikita,1649452735.8378031,NoButton,Move,1044,778
Nikita,1649452735.8398051,NoButton,Move,1043,777
Nikita,1649452735.8418145,NoButton,Move,1043,776
Nikita,1649452735.843803,NoButton,Move,1043,775
Nikita,1649452735.8455703,NoButton,Move,1043,774
Nikita,1649452735.8485622,NoButton,Move,1043,773
Nikita,1649452735.8495617,NoButton,Move,1042,773
Nikita,1649452735.8505619,NoButton,Move,1042,772
Nikita,1649452735.8525608,NoButton,Move,1042,771
Nikita,1649452735.8545632,NoButton,Move,1042,770
Nikita,1649452735.856562,NoButton,Move,1042,769
Nikita,1649452735.8588,NoButton,Move,1041,769
Nikita,1649452735.8597133,NoButton,Move,1041,768
Nikita,1649452735.8617237,NoButton,Move,1041,767
Nikita,1649452735.8637202,NoButton,Move,1041,766
Nikita,1649452735.8657227,NoButton,Move,1040,766
Nikita,1649452735.8667214,NoButton,Move,1040,765
Nikita,1649452735.8677225,NoButton,Move,1040,764
Nikita,1649452735.870721,NoButton,Move,1040,763
Nikita,1649452735.871721,NoButton,Move,1039,763
Nikita,1649452735.8727212,NoButton,Move,1039,762
Nikita,1649452735.8757293,NoButton,Move,1039,761
Nikita,1649452735.8778007,NoButton,Move,1038,760
Nikita,1649452735.8798244,NoButton,Move,1038,759
Nikita,1649452735.8818216,NoButton,Move,1038,758
Nikita,1649452735.8828208,NoButton,Move,1037,758
Nikita,1649452735.8848207,NoButton,Move,1037,756
Nikita,1649452735.8868206,NoButton,Move,1037,755
Nikita,1649452735.8878202,NoButton,Move,1036,755
Nikita,1649452735.8898263,NoButton,Move,1036,754
Nikita,1649452735.8914149,NoButton,Move,1036,753
Nikita,1649452735.8934183,NoButton,Move,1035,753
Nikita,1649452735.8944042,NoButton,Move,1035,752
Nikita,1649452735.8964117,NoButton,Move,1035,751
Nikita,1649452735.8984046,NoButton,Move,1034,751
Nikita,1649452735.9004056,NoButton,Move,1034,750
Nikita,1649452735.901407,NoButton,Move,1034,749
Nikita,1649452735.9034054,NoButton,Move,1033,749
Nikita,1649452735.9054058,NoButton,Move,1033,748
Nikita,1649452735.9064052,NoButton,Move,1033,747
Nikita,1649452735.9084413,NoButton,Move,1032,747
Nikita,1649452735.909462,NoButton,Move,1032,746
Nikita,1649452735.9118004,NoButton,Move,1032,745
Nikita,1649452735.9142005,NoButton,Move,1031,745
Nikita,1649452735.9162014,NoButton,Move,1031,744
Nikita,1649452735.9182022,NoButton,Move,1031,743
Nikita,1649452735.9182022,NoButton,Move,1030,743
Nikita,1649452735.9212046,NoButton,Move,1030,742
Nikita,1649452735.9222035,NoButton,Move,1030,741
Nikita,1649452735.9231994,NoButton,Move,1029,741
Nikita,1649452735.9251995,NoButton,Move,1029,740
Nikita,1649452735.9278023,NoButton,Move,1028,740
Nikita,1649452735.9288213,NoButton,Move,1028,739
Nikita,1649452735.9308207,NoButton,Move,1028,738
Nikita,1649452735.9328225,NoButton,Move,1027,738
Nikita,1649452735.9338233,NoButton,Move,1027,737
Nikita,1649452735.9368198,NoButton,Move,1026,736
Nikita,1649452735.9398267,NoButton,Move,1026,735
Nikita,1649452735.94082,NoButton,Move,1025,735
Nikita,1649452735.9428236,NoButton,Move,1025,734
Nikita,1649452735.9448235,NoButton,Move,1024,733
Nikita,1649452735.9478233,NoButton,Move,1023,732
Nikita,1649452735.9498234,NoButton,Move,1023,731
Nikita,1649452735.9518218,NoButton,Move,1022,731
Nikita,1649452735.9528203,NoButton,Move,1022,730
Nikita,1649452735.9538205,NoButton,Move,1021,729
Nikita,1649452735.95682,NoButton,Move,1020,728
Nikita,1649452735.9597538,NoButton,Move,1019,727
Nikita,1649452735.9617836,NoButton,Move,1018,726
Nikita,1649452735.964777,NoButton,Move,1017,725
Nikita,1649452735.989713,NoButton,Move,1004,711
Nikita,1649452735.9917302,NoButton,Move,1003,711
Nikita,1649452735.9927213,NoButton,Move,1003,710
Nikita,1649452735.99372,NoButton,Move,1002,709
Nikita,1649452735.9957232,NoButton,Move,1001,709
Nikita,1649452735.996723,NoButton,Move,1000,708
Nikita,1649452735.998721,NoButton,Move,1000,707
Nikita,1649452735.9997208,NoButton,Move,999,707
Nikita,1649452736.0007243,NoButton,Move,998,707
Nikita,1649452736.0017226,NoButton,Move,998,706
Nikita,1649452736.0027225,NoButton,Move,997,706
Nikita,1649452736.0037222,NoButton,Move,997,705
Nikita,1649452736.004721,NoButton,Move,996,705
Nikita,1649452736.0057228,NoButton,Move,996,704
Nikita,1649452736.006723,NoButton,Move,995,704
Nikita,1649452736.007721,NoButton,Move,995,703
Nikita,1649452736.0087204,NoButton,Move,994,703
Nikita,1649452736.009721,NoButton,Move,994,702
Nikita,1649452736.0107274,NoButton,Move,993,702
Nikita,1649452736.0127256,NoButton,Move,992,702
Nikita,1649452736.0137217,NoButton,Move,992,701
Nikita,1649452736.0147269,NoButton,Move,991,701
Nikita,1649452736.0157235,NoButton,Move,990,700
Nikita,1649452736.0177228,NoButton,Move,989,699
Nikita,1649452736.0187235,NoButton,Move,988,699
Nikita,1649452736.019723,NoButton,Move,988,698
Nikita,1649452736.0207276,NoButton,Move,987,698
Nikita,1649452736.0217237,NoButton,Move,987,697
Nikita,1649452736.0227213,NoButton,Move,986,697
Nikita,1649452736.0247312,NoButton,Move,985,696
Nikita,1649452736.025723,NoButton,Move,984,696
Nikita,1649452736.027734,NoButton,Move,983,695
Nikita,1649452736.0297284,NoButton,Move,982,694
Nikita,1649452736.0317218,NoButton,Move,981,694
Nikita,1649452736.032727,NoButton,Move,980,693
Nikita,1649452736.0347233,NoButton,Move,979,693
Nikita,1649452736.0357244,NoButton,Move,979,692
Nikita,1649452736.036725,NoButton,Move,978,692
Nikita,1649452736.0387192,NoButton,Move,977,691
Nikita,1649452736.0407312,NoButton,Move,976,691
Nikita,1649452736.0417233,NoButton,Move,975,690
Nikita,1649452736.0437343,NoButton,Move,974,690
Nikita,1649452736.0447228,NoButton,Move,974,689
Nikita,1649452736.045721,NoButton,Move,973,689
Nikita,1649452736.0477245,NoButton,Move,972,688
Nikita,1649452736.0487285,NoButton,Move,971,688
Nikita,1649452736.0497224,NoButton,Move,969,688
Nikita,1649452736.0517225,NoButton,Move,968,687
Nikita,1649452736.053723,NoButton,Move,967,687
Nikita,1649452736.054724,NoButton,Move,967,686
Nikita,1649452736.0557215,NoButton,Move,966,686
Nikita,1649452736.0577228,NoButton,Move,965,686
Nikita,1649452736.058722,NoButton,Move,964,685
Nikita,1649452736.0608003,NoButton,Move,963,685
Nikita,1649452736.0617285,NoButton,Move,962,685
Nikita,1649452736.062735,NoButton,Move,962,684
Nikita,1649452736.063735,NoButton,Move,961,684
Nikita,1649452736.0667365,NoButton,Move,960,684
Nikita,1649452736.067738,NoButton,Move,959,684
Nikita,1649452736.0687397,NoButton,Move,959,683
Nikita,1649452736.069738,NoButton,Move,958,683
Nikita,1649452736.0707452,NoButton,Move,957,683
Nikita,1649452736.0727375,NoButton,Move,956,683
Nikita,1649452736.073738,NoButton,Move,956,682
Nikita,1649452736.0747368,NoButton,Move,955,682
Nikita,1649452736.0757353,NoButton,Move,954,682
Nikita,1649452736.0777755,NoButton,Move,953,682
Nikita,1649452736.0787961,NoButton,Move,953,681
Nikita,1649452736.0797963,NoButton,Move,952,681
Nikita,1649452736.0807974,NoButton,Move,951,681
Nikita,1649452736.082794,NoButton,Move,950,681
Nikita,1649452736.0837955,NoButton,Move,949,681
Nikita,1649452736.0847967,NoButton,Move,949,680
Nikita,1649452736.0857954,NoButton,Move,948,680
Nikita,1649452736.0867972,NoButton,Move,947,680
Nikita,1649452736.0881615,NoButton,Move,946,680
Nikita,1649452736.0896802,NoButton,Move,945,680
Nikita,1649452736.0906794,NoButton,Move,944,680
Nikita,1649452736.0916796,NoButton,Move,944,679
Nikita,1649452736.0926795,NoButton,Move,943,679
Nikita,1649452736.0936797,NoButton,Move,942,679
Nikita,1649452736.0956929,NoButton,Move,941,679
Nikita,1649452736.09668,NoButton,Move,940,679
Nikita,1649452736.0976856,NoButton,Move,939,679
Nikita,1649452736.099684,NoButton,Move,938,679
Nikita,1649452736.1006875,NoButton,Move,937,678
Nikita,1649452736.1026819,NoButton,Move,936,678
Nikita,1649452736.1046846,NoButton,Move,935,678
Nikita,1649452736.1056807,NoButton,Move,933,678
Nikita,1649452736.1078024,NoButton,Move,932,678
Nikita,1649452736.1083782,NoButton,Move,931,678
Nikita,1649452736.1093848,NoButton,Move,930,678
Nikita,1649452736.1113846,NoButton,Move,929,678
Nikita,1649452736.1123853,NoButton,Move,927,678
Nikita,1649452736.113385,NoButton,Move,926,678
Nikita,1649452736.115389,NoButton,Move,925,678
Nikita,1649452736.1163905,NoButton,Move,924,678
Nikita,1649452736.1173954,NoButton,Move,923,678
Nikita,1649452736.1193886,NoButton,Move,922,678
Nikita,1649452736.1203876,NoButton,Move,921,678
Nikita,1649452736.1213903,NoButton,Move,920,678
Nikita,1649452736.1223853,NoButton,Move,919,678
Nikita,1649452736.1243958,NoButton,Move,918,678
Nikita,1649452736.125386,NoButton,Move,917,678
Nikita,1649452736.126384,NoButton,Move,916,678
Nikita,1649452736.1288013,NoButton,Move,915,678
Nikita,1649452736.1303983,NoButton,Move,914,678
Nikita,1649452736.1314094,NoButton,Move,913,678
Nikita,1649452736.1323998,NoButton,Move,912,678
Nikita,1649452736.1334069,NoButton,Move,911,678
Nikita,1649452736.1353996,NoButton,Move,910,678
Nikita,1649452736.1363995,NoButton,Move,909,678
Nikita,1649452736.1374016,NoButton,Move,908,678
Nikita,1649452736.1384022,NoButton,Move,907,678
Nikita,1649452736.1394017,NoButton,Move,906,678
Nikita,1649452736.1404004,NoButton,Move,905,678
Nikita,1649452736.1424081,NoButton,Move,904,678
Nikita,1649452736.1433992,NoButton,Move,903,678
Nikita,1649452736.1444,NoButton,Move,902,678
Nikita,1649452736.146408,NoButton,Move,901,678
Nikita,1649452736.148405,NoButton,Move,900,678
Nikita,1649452736.148405,NoButton,Move,899,678
Nikita,1649452736.1504009,NoButton,Move,898,678
Nikita,1649452736.1524014,NoButton,Move,897,678
Nikita,1649452736.1534028,NoButton,Move,896,678
Nikita,1649452736.1554008,NoButton,Move,895,678
Nikita,1649452736.1564004,NoButton,Move,894,678
Nikita,1649452736.1574006,NoButton,Move,893,678
Nikita,1649452736.1584005,NoButton,Move,892,678
Nikita,1649452736.159402,NoButton,Move,891,678
Nikita,1649452736.1617994,NoButton,Move,890,678
Nikita,1649452736.164201,NoButton,Move,889,678
Nikita,1649452736.1651998,NoButton,Move,888,678
Nikita,1649452736.1662023,NoButton,Move,887,678
Nikita,1649452736.1672006,NoButton,Move,886,678
Nikita,1649452736.168204,NoButton,Move,884,678
Nikita,1649452736.1692011,NoButton,Move,884,678
Nikita,1649452736.1702006,NoButton,Move,883,678
Nikita,1649452736.1712005,NoButton,Move,882,678
Nikita,1649452736.1712005,NoButton,Move,881,678
Nikita,1649452736.1739955,NoButton,Move,880,678
Nikita,1649452736.1749928,NoButton,Move,879,678
Nikita,1649452736.1759923,NoButton,Move,878,678
Nikita,1649452736.1779928,NoButton,Move,877,678
Nikita,1649452736.1789918,NoButton,Move,876,679
Nikita,1649452736.179993,NoButton,Move,875,679
Nikita,1649452736.1819947,NoButton,Move,874,679
Nikita,1649452736.1829937,NoButton,Move,873,679
Nikita,1649452736.1839948,NoButton,Move,872,679
Nikita,1649452736.1859941,NoButton,Move,871,680
Nikita,1649452736.1879923,NoButton,Move,870,680
Nikita,1649452736.1889937,NoButton,Move,869,680
Nikita,1649452736.1899934,NoButton,Move,868,680
Nikita,1649452736.1909943,NoButton,Move,867,680
Nikita,1649452736.1929922,NoButton,Move,866,681
Nikita,1649452736.1933715,NoButton,Move,865,681
Nikita,1649452736.1943796,NoButton,Move,864,681
Nikita,1649452736.1970985,NoButton,Move,863,681
Nikita,1649452736.1980839,NoButton,Move,862,682
Nikita,1649452736.2000809,NoButton,Move,861,682
Nikita,1649452736.2010808,NoButton,Move,860,682
Nikita,1649452736.2020824,NoButton,Move,859,682
Nikita,1649452736.2030854,NoButton,Move,858,683
Nikita,1649452736.2050834,NoButton,Move,857,683
Nikita,1649452736.228086,NoButton,Move,841,687
Nikita,1649452736.2290847,NoButton,Move,838,689
Nikita,1649452736.2320843,NoButton,Move,836,689
Nikita,1649452736.2330813,NoButton,Move,835,689
Nikita,1649452736.2350812,NoButton,Move,834,690
Nikita,1649452736.2360814,NoButton,Move,833,690
Nikita,1649452736.2380836,NoButton,Move,832,690
Nikita,1649452736.2390811,NoButton,Move,831,691
Nikita,1649452736.2410839,NoButton,Move,830,691
Nikita,1649452736.2420816,NoButton,Move,829,692
Nikita,1649452736.2440846,NoButton,Move,828,692
Nikita,1649452736.2450824,NoButton,Move,827,692
Nikita,1649452736.2460825,NoButton,Move,827,693
Nikita,1649452736.2470813,NoButton,Move,826,693
Nikita,1649452736.2480834,NoButton,Move,825,693
Nikita,1649452736.2500834,NoButton,Move,824,693
Nikita,1649452736.251083,NoButton,Move,824,694
Nikita,1649452736.2520843,NoButton,Move,823,694
Nikita,1649452736.2540815,NoButton,Move,822,694
Nikita,1649452736.2550814,NoButton,Move,821,695
Nikita,1649452736.2570817,NoButton,Move,820,695
Nikita,1649452736.2590854,NoButton,Move,819,696
Nikita,1649452736.261084,NoButton,Move,818,696
Nikita,1649452736.2630854,NoButton,Move,817,697
Nikita,1649452736.264083,NoButton,Move,816,697
Nikita,1649452736.2660823,NoButton,Move,815,698
Nikita,1649452736.2691035,NoButton,Move,814,699
Nikita,1649452736.2700832,NoButton,Move,813,699
Nikita,1649452736.2720845,NoButton,Move,813,700
Nikita,1649452736.2730865,NoButton,Move,812,700
Nikita,1649452736.2750835,NoButton,Move,811,701
Nikita,1649452736.278082,NoButton,Move,810,702
Nikita,1649452736.2790887,NoButton,Move,809,703
Nikita,1649452736.2830803,NoButton,Move,808,704
Nikita,1649452736.2850807,NoButton,Move,808,705
Nikita,1649452736.2860832,NoButton,Move,807,705
Nikita,1649452736.2870824,NoButton,Move,807,706
Nikita,1649452736.288082,NoButton,Move,806,707
Nikita,1649452736.2910817,NoButton,Move,806,708
Nikita,1649452736.2920809,NoButton,Move,805,708
Nikita,1649452736.293081,NoButton,Move,805,709
Nikita,1649452736.2940807,NoButton,Move,805,710
Nikita,1649452736.2950797,NoButton,Move,804,710
Nikita,1649452736.2980866,NoButton,Move,804,711
Nikita,1649452736.2990878,NoButton,Move,804,712
Nikita,1649452736.3000832,NoButton,Move,803,712
Nikita,1649452736.3010817,NoButton,Move,803,714
Nikita,1649452736.3030813,NoButton,Move,803,715
Nikita,1649452736.3040812,NoButton,Move,802,715
Nikita,1649452736.3050811,NoButton,Move,802,716
Nikita,1649452736.3060825,NoButton,Move,802,717
Nikita,1649452736.307082,NoButton,Move,801,718
Nikita,1649452736.3100796,NoButton,Move,801,719
Nikita,1649452736.31208,NoButton,Move,801,720
Nikita,1649452736.31208,NoButton,Move,799,720
Nikita,1649452736.3140836,NoButton,Move,799,721
Nikita,1649452736.3160815,NoButton,Move,799,722
Nikita,1649452736.317082,NoButton,Move,799,723
Nikita,1649452736.318082,NoButton,Move,798,723
Nikita,1649452736.3190825,NoButton,Move,798,724
Nikita,1649452736.3210802,NoButton,Move,798,725
Nikita,1649452736.3220856,NoButton,Move,797,726
Nikita,1649452736.3240805,NoButton,Move,797,727
Nikita,1649452736.325082,NoButton,Move,797,728
Nikita,1649452736.325082,NoButton,Move,796,729
Nikita,1649452736.3280797,NoButton,Move,796,730
Nikita,1649452736.3280797,NoButton,Move,796,731
Nikita,1649452736.331085,NoButton,Move,795,732
Nikita,1649452736.3320813,NoButton,Move,795,733
Nikita,1649452736.3340836,NoButton,Move,795,734
Nikita,1649452736.3350816,NoButton,Move,795,735
Nikita,1649452736.336084,NoButton,Move,795,736
Nikita,1649452736.3370826,NoButton,Move,794,736
Nikita,1649452736.3380835,NoButton,Move,794,737
Nikita,1649452736.3390808,NoButton,Move,794,738
Nikita,1649452736.3400815,NoButton,Move,794,739
Nikita,1649452736.3420804,NoButton,Move,794,740
Nikita,1649452736.344081,NoButton,Move,794,741
Nikita,1649452736.344081,NoButton,Move,794,742
Nikita,1649452736.345081,NoButton,Move,793,742
Nikita,1649452736.3470817,NoButton,Move,793,743
Nikita,1649452736.3480837,NoButton,Move,793,744
Nikita,1649452736.3490806,NoButton,Move,793,745
Nikita,1649452736.350079,NoButton,Move,793,746
Nikita,1649452736.351079,NoButton,Move,793,747
Nikita,1649452736.353082,NoButton,Move,793,748
Nikita,1649452736.3550851,NoButton,Move,793,749
Nikita,1649452736.3560815,NoButton,Move,793,750
Nikita,1649452736.3570824,NoButton,Move,793,751
Nikita,1649452736.3590813,NoButton,Move,793,752
Nikita,1649452736.360083,NoButton,Move,793,753
Nikita,1649452736.3610852,NoButton,Move,793,754
Nikita,1649452736.3620818,NoButton,Move,792,755
Nikita,1649452736.3640826,NoButton,Move,792,757
Nikita,1649452736.3650835,NoButton,Move,792,758
Nikita,1649452736.3670824,NoButton,Move,792,759
Nikita,1649452736.3680835,NoButton,Move,792,760
Nikita,1649452736.3690848,NoButton,Move,792,761
Nikita,1649452736.3710816,NoButton,Move,792,762
Nikita,1649452736.37208,NoButton,Move,792,763
Nikita,1649452736.3730826,NoButton,Move,792,764
Nikita,1649452736.3740835,NoButton,Move,792,765
Nikita,1649452736.3750803,NoButton,Move,792,766
Nikita,1649452736.376082,NoButton,Move,792,768
Nikita,1649452736.3790796,NoButton,Move,792,769
Nikita,1649452736.3790796,NoButton,Move,792,770
Nikita,1649452736.3810833,NoButton,Move,792,771
Nikita,1649452736.3820827,NoButton,Move,792,772
Nikita,1649452736.384084,NoButton,Move,792,774
Nikita,1649452736.3850884,NoButton,Move,792,775
Nikita,1649452736.3860857,NoButton,Move,792,776
Nikita,1649452736.3870838,NoButton,Move,792,777
Nikita,1649452736.388083,NoButton,Move,792,778
Nikita,1649452736.390081,NoButton,Move,792,779
Nikita,1649452736.3910816,NoButton,Move,792,780
Nikita,1649452736.3920813,NoButton,Move,792,781
Nikita,1649452736.393082,NoButton,Move,792,782
Nikita,1649452736.394081,NoButton,Move,792,783
Nikita,1649452736.3950813,NoButton,Move,793,784
Nikita,1649452736.3950813,NoButton,Move,793,785
Nikita,1649452736.3960812,NoButton,Move,793,787
Nikita,1649452736.3990824,NoButton,Move,793,789
Nikita,1649452736.4000835,NoButton,Move,794,790
Nikita,1649452736.401083,NoButton,Move,794,791
Nikita,1649452736.4020824,NoButton,Move,794,792
Nikita,1649452736.4030843,NoButton,Move,795,793
Nikita,1649452736.4040804,NoButton,Move,795,794
Nikita,1649452736.4050827,NoButton,Move,795,795
Nikita,1649452736.4060824,NoButton,Move,797,797
Nikita,1649452736.4070807,NoButton,Move,797,798
Nikita,1649452736.4070807,NoButton,Move,797,799
Nikita,1649452736.408082,NoButton,Move,798,800
Nikita,1649452736.409081,NoButton,Move,798,801
Nikita,1649452736.4100819,NoButton,Move,798,802
Nikita,1649452736.4110806,NoButton,Move,799,804
Nikita,1649452736.412081,NoButton,Move,799,805
Nikita,1649452736.4140835,NoButton,Move,800,806
Nikita,1649452736.416083,NoButton,Move,800,807
Nikita,1649452736.4170842,NoButton,Move,801,808
Nikita,1649452736.4180813,NoButton,Move,801,809
Nikita,1649452736.419082,NoButton,Move,801,810
Nikita,1649452736.4200838,NoButton,Move,802,811
Nikita,1649452736.4210854,NoButton,Move,802,814
Nikita,1649452736.422082,NoButton,Move,803,815
Nikita,1649452736.4230828,NoButton,Move,803,816
Nikita,1649452736.4240813,NoButton,Move,804,817
Nikita,1649452736.4240813,NoButton,Move,804,818
