keycode,HD,PPD,RPD,RRD
32.0,0.10513830184936523,0.6392171382904053,0.53407883644104,0.6232516765594482
87.0,0.0891728401184082,0.40973711013793945,0.32056427001953125,0.40833258628845215
72.0,0.0877683162689209,0.683748722076416,0.5959804058074951,0.6849238872528076
79.0,0.0889434814453125,0.2334446907043457,0.1445012092590332,0.2891685962677002
32.0,0.144667387008667,0.291701078414917,0.14703369140625,0.23622918128967285
87.0,0.08919548988342285,0.30243515968322754,0.2132396697998047,0.30334973335266113
79.0,0.09011006355285645,0.43285608291625977,0.3427460193634033,0.41967272758483887
82.0,0.07692670822143555,0.5686724185943604,0.4917457103729248,0.589911937713623
75.0,0.09816622734069824,0.18723249435424805,0.0890662670135498,0.21741867065429688
32.0,0.12835240364074707,0.4726574420928955,0.34430503845214844,0.4239497184753418
87.0,0.07964468002319336,0.4639890193939209,0.38434433937072754,0.4713728427886963
73.0,0.08702850341796875,0.3490121364593506,0.26198363304138184,0.40422558784484863
84.0,0.1422419548034668,0.28796911239624023,0.14572715759277344,0.25203990936279297
72.0,0.10631275177001953,0.592980146408081,0.4866673946380615,0.6262404918670654
32.0,0.1395730972290039,0.4171938896179199,0.277620792388916,0.35794878005981445
84.0,0.08032798767089844,0.1783597469329834,0.09803175926208496,0.19439482688903809
72.0,0.09636306762695312,1.0285921096801758,0.9322290420532227,1.0191810131072998
69.0,0.08695197105407715,0.2177276611328125,0.13077569007873535,0.23228740692138672
73.0,0.10151171684265137,0.35661864280700684,0.25510692596435547,0.33068013191223145
82.0,0.07557320594787598,0.2470698356628418,0.17149662971496582,0.25787973403930664
32.0,0.08638310432434082,0.48531556129455566,0.39893245697021484,0.4884934425354004
72.0,0.08956098556518555,0.21642827987670898,0.12686729431152344,0.2755284309387207
65.0,0.14866113662719727,0.5516643524169922,0.4030032157897949,0.47801947593688965
78.0,0.07501626014709473,1.0734097957611084,0.9983935356140137,1.083400011062622
68.0,0.0850064754486084,0.7539129257202148,0.6689064502716064,0.7714037895202637
32.0,0.10249733924865723,0.9207520484924316,0.8182547092437744,0.9202485084533691
83.0,0.10199379920959473,0.8278324604034424,0.7258386611938477,0.8149745464324951
190.0,0.08913588523864746,0.29526472091674805,0.20612883567810059,0.3101348876953125
32.0,0.10400605201721191,0.4601857662200928,0.35617971420288086,0.43940019607543945
77.0,0.0832204818725586,0.47086262702941895,0.38764214515686035,0.4848344326019287
82.0,0.09719228744506836,1.0089168548583984,0.9117245674133301,0.9945850372314453
190.0,0.08286046981811523,0.14198088645935059,0.05912041664123535,0.19274187088012695
32.0,0.1336214542388916,0.5573241710662842,0.4237027168273926,0.5274367332458496
66.0,0.10373401641845703,0.2382667064666748,0.13453269004821777,0.20758557319641113
73.0,0.07305288314819336,0.2803840637207031,0.20733118057250977,0.28142571449279785
78.0,0.07409453392028809,0.23055744171142578,0.1564629077911377,0.22883129119873047
71.0,0.07236838340759277,0.2678060531616211,0.19543766975402832,0.2861301898956299
76.0,0.09069252014160156,0.33803606033325195,0.2473435401916504,0.3339564800262451
69.0,0.08661293983459473,0.6326591968536377,0.546046257019043,0.6361260414123535
89.0,0.09007978439331055,0.24293851852416992,0.15285873413085938,0.25183582305908203
32.0,0.09897708892822266,0.5765354633331299,0.4775583744049072,0.5799758434295654
73.0,0.1024174690246582,0.2616696357727051,0.15925216674804688,0.24025750160217285
78.0,0.08100533485412598,0.1860346794128418,0.10502934455871582,0.1853783130645752
84.0,0.08034896850585938,0.2914011478424072,0.21105217933654785,0.2780468463897705
69.0,0.06699466705322266,0.36432790756225586,0.2973332405090332,0.38272714614868164
78.0,0.08539390563964844,0.24949932098388672,0.16410541534423828,0.24587059020996094
68.0,0.08176517486572266,0.2886991500854492,0.20693397521972656,0.2857687473297119
69.0,0.07883477210998535,0.331789493560791,0.25295472145080566,0.33943676948547363
68.0,0.08648204803466797,0.23523664474487305,0.14875459671020508,0.2585427761077881
32.0,0.10978817939758301,0.358506441116333,0.24871826171875,0.34512877464294434
73.0,0.09641051292419434,0.2752866744995117,0.17887616157531738,0.26676511764526367
84.0,0.08788895606994629,0.14896869659423828,0.06107974052429199,0.17356491088867188
32.0,0.11248517036437988,0.23564600944519043,0.12316083908081055,0.23197102546691895
76.0,0.1088101863861084,0.28123950958251953,0.17242932319641113,0.2645602226257324
73.0,0.09213089942932129,0.30916500091552734,0.21703410148620605,0.3050205707550049
75.0,0.08798646926879883,0.13665366172790527,0.048667192459106445,0.1194608211517334
69.0,0.07079362869262695,0.5735218524932861,0.5027282238006592,0.5812416076660156
87.0,0.07851338386535645,0.30107927322387695,0.2225658893585205,0.3126411437988281
73.0,0.09007525444030762,0.6720538139343262,0.5819785594940186,0.6692569255828857
83.0,0.08727836608886719,0.6036944389343262,0.516416072845459,0.5905067920684814
69.0,0.07409071922302246,0.8270273208618164,0.752936601638794,0.866917610168457
188.0,0.11398100852966309,0.4119906425476074,0.29800963401794434,0.40892791748046875
32.0,0.11091828346252441,0.6279001235961914,0.516981840133667,0.6202552318572998
65.0,0.10327339172363281,0.3831050395965576,0.2798316478729248,0.37582945823669434
78.0,0.09599781036376953,0.5797674655914307,0.48376965522766113,0.5613586902618408
68.0,0.07758903503417969,0.5159718990325928,0.4383828639984131,0.5507359504699707
32.0,0.11235308647155762,0.3861556053161621,0.2738025188446045,0.3493218421936035
83.0,0.07551932334899902,0.27714085578918457,0.20162153244018555,0.2890644073486328
79.0,0.08744287490844727,0.24962592124938965,0.16218304634094238,0.25617051124572754
77.0,0.09398746490478516,0.5089166164398193,0.4149291515350342,0.48880672454833984
69.0,0.07387757301330566,0.25539541244506836,0.1815178394317627,0.23552489280700684
84.0,0.05400705337524414,0.2059774398803711,0.15197038650512695,0.25317811965942383
73.0,0.10120773315429688,0.2315962314605713,0.13038849830627441,0.2354600429534912
77.0,0.1050715446472168,0.2570922374725342,0.15202069282531738,0.23634958267211914
69.0,0.08432888984680176,0.4622650146484375,0.37793612480163574,0.46171092987060547
83.0,0.08377480506896973,0.2975630760192871,0.21378827095031738,0.32698559761047363
32.0,0.11319732666015625,0.4369077682495117,0.32371044158935547,0.4123811721801758
77.0,0.08867073059082031,0.1849219799041748,0.09625124931335449,0.2201087474822998
65.0,0.12385749816894531,0.31263184547424316,0.18877434730529785,0.29134273529052734
68.0,0.10256838798522949,0.3401775360107422,0.2376091480255127,0.3120083808898926
69.0,0.07439923286437988,0.47816038131713867,0.4037611484527588,0.5135619640350342
32.0,0.10980081558227539,0.2923722267150879,0.1825714111328125,0.2682774066925049
67.0,0.08570599555969238,0.20146799087524414,0.11576199531555176,0.18573832511901855
72.0,0.0699763298034668,0.40381860733032227,0.33384227752685547,0.4368119239807129
79.0,0.10296964645385742,0.24057626724243164,0.13760662078857422,0.2231905460357666
73.0,0.08558392524719238,0.1872105598449707,0.10162663459777832,0.21563458442687988
67.0,0.11400794982910156,0.49937939643859863,0.38537144660949707,0.47328996658325195
69.0,0.08791851997375488,0.2538723945617676,0.1659538745880127,0.2542703151702881
32.0,0.08831644058227539,0.38818788528442383,0.29987144470214844,0.3829834461212158
79.0,0.08311200141906738,0.7727513313293457,0.6896393299102783,0.8016180992126465
70.0,0.11197876930236816,0.17162060737609863,0.05964183807373047,0.20314645767211914
32.0,0.14350461959838867,0.22437834739685059,0.08087372779846191,0.14488649368286133
72.0,0.06401276588439941,0.17399024963378906,0.10997748374938965,0.205308198928833
73.0,0.09533071517944336,0.27219390869140625,0.1768631935119629,0.2668776512145996
83.0,0.09001445770263672,0.24270343780517578,0.15268898010253906,0.28199172019958496
32.0,0.1293027400970459,0.24809026718139648,0.11878752708435059,0.22089219093322754
67.0,0.10210466384887695,0.20728516578674316,0.10518050193786621,0.2002274990081787
79.0,0.0950469970703125,0.2997879981994629,0.2047410011291504,0.32021403312683105
85.0,0.11547303199768066,0.24731993675231934,0.13184690475463867,0.21758604049682617
78.0,0.0857391357421875,0.3137691020965576,0.22802996635437012,0.30196475982666016
84.0,0.07393479347229004,0.4598393440246582,0.38590455055236816,0.4494357109069824
82.0,0.06353116035461426,0.3892061710357666,0.32567501068115234,0.40767383575439453
89.0,0.08199882507324219,2.599015951156616,2.517017126083374,2.5870163440704346
89.0,0.06999921798706055,8.543145656585693,8.473146438598633,8.558215379714966
79.0,0.08506894111633301,0.3672049045562744,0.2821359634399414,0.3786964416503906
78.0,0.09656047821044922,0.32375001907348633,0.2271895408630371,0.33512234687805176
32.0,0.10793280601501465,0.567803144454956,0.4598703384399414,0.5329263210296631
84.0,0.07305598258972168,0.15416932106018066,0.08111333847045898,0.1634376049041748
72.0,0.08232426643371582,0.2829854488372803,0.20066118240356445,0.28456640243530273
69.0,0.08390522003173828,0.26998233795166016,0.18607711791992188,0.304431676864624
32.0,0.11835455894470215,0.3564932346343994,0.23813867568969727,0.3335855007171631
83.0,0.09544682502746582,0.47190260887145996,0.37645578384399414,0.4998435974121094
84.0,0.12338781356811523,0.4450206756591797,0.32163286209106445,0.4101896286010742
82.0,0.08855676651000977,0.45433998107910156,0.3657832145690918,0.43842434883117676
69.0,0.07264113426208496,0.008001089096069336,-0.06464004516601562,-0.0070002079010009766
87.0,0.05763983726501465,1.7392756938934326,1.681635856628418,1.749136209487915
78.0,0.06750035285949707,0.39194560050964355,0.3244452476501465,0.4203786849975586
71.0,0.09593343734741211,0.40178585052490234,0.30585241317749023,0.41006016731262207
84.0,0.10420775413513184,0.4482290744781494,0.3440213203430176,0.42209482192993164
72.0,0.07807350158691406,0.47394680976867676,0.3958733081817627,0.5076966285705566
32.0,0.11182332038879395,0.6819441318511963,0.5701208114624023,0.6381795406341553
79.0,0.06805872917175293,0.748645544052124,0.6805868148803711,0.7547736167907715
70.0,0.07418680191040039,0.3262050151824951,0.2520182132720947,0.3554117679595947
32.0,0.1033935546875,0.40719032287597656,0.30379676818847656,0.4256465435028076
68.0,0.12184977531433105,0.23136329650878906,0.10951352119445801,0.21898818016052246
65.0,0.10947465896606445,0.2175276279449463,0.10805296897888184,0.17736601829528809
82.0,0.06931304931640625,0.6926558017730713,0.623342752456665,0.7147037982940674
67.0,0.09136104583740234,0.46726131439208984,0.3759002685546875,0.4572257995605469
89.0,0.08132553100585938,0.7532875537872314,0.6719620227813721,0.7500708103179932
186.0,0.0781087875366211,1.0998344421386719,1.0217256546020508,1.1079843044281006
222.0,0.0862586498260498,0.29709482192993164,0.21083617210388184,0.29280638694763184
83.0,0.08197021484375,0.3862309455871582,0.3042607307434082,0.38559675216674805
32.0,0.08133602142333984,0.8728833198547363,0.7915472984313965,0.941321849822998
82.0,0.14977455139160156,0.11105680465698242,-0.03871774673461914,0.0730600357055664
69.0,0.11177778244018555,0.2548501491546631,0.14307236671447754,0.22286009788513184
71.0,0.0797877311706543,0.21404647827148438,0.13425874710083008,0.19927477836608887
65.0,0.06501603126525879,1.1678040027618408,1.102787971496582,1.175499677658081
82.0,0.07271170616149902,0.33026862144470215,0.2575569152832031,0.3316307067871094
68.0,0.07407379150390625,0.865098237991333,0.7910244464874268,0.9070401191711426
188.0,0.11601567268371582,0.06738114356994629,-0.04863452911376953,0.08269715309143066
32.0,0.1313316822052002,0.3614928722381592,0.23016119003295898,0.30777502059936523
66.0,0.07761383056640625,0.40120482444763184,0.3235909938812256,0.42682647705078125
73.0,0.10323548316955566,0.2584269046783447,0.15519142150878906,0.23519229888916016
78.0,0.0800008773803711,0.433978796005249,0.35397791862487793,0.43204522132873535
71.0,0.07806730270385742,0.2205510139465332,0.14248371124267578,0.22614693641662598
76.0,0.0836632251739502,0.6857376098632812,0.602074384689331,0.7159810066223145
69.0,0.1139066219329834,0.5053787231445312,0.39147210121154785,0.46941494941711426
89.0,0.0779428482055664,0.23456954956054688,0.15662670135498047,0.2865481376647949
32.0,0.12992143630981445,0.4242994785308838,0.29437804222106934,0.3863532543182373
72.0,0.09197521209716797,0.1880502700805664,0.09607505798339844,0.23229146003723145
65.0,0.136216402053833,0.3429872989654541,0.2067708969116211,0.3134777545928955
68.0,0.10670685768127441,0.37462306022644043,0.267916202545166,0.4365119934082031
32.0,0.1685957908630371,0.4530215263366699,0.2844257354736328,0.3654601573944092
84.0,0.08103442192077637,0.16392183303833008,0.08288741111755371,0.16994285583496094
72.0,0.08705544471740723,0.3447108268737793,0.25765538215637207,0.34775328636169434
69.0,0.09009790420532227,0.4658823013305664,0.37578439712524414,0.49184107780456543
32.0,0.11605668067932129,0.6215112209320068,0.5054545402526855,0.5834629535675049
70.0,0.07800841331481934,0.2561805248260498,0.17817211151123047,0.2587292194366455
73.0,0.08055710792541504,0.17296528816223145,0.0924081802368164,0.16725564002990723
82.0,0.07484745979309082,0.21977877616882324,0.14493131637573242,0.20538043975830078
69.0,0.06044912338256836,0.5216565132141113,0.46120738983154297,0.5524625778198242
77.0,0.09125518798828125,0.3329489231109619,0.24169373512268066,0.3156900405883789
69.0,0.07399630546569824,0.6273400783538818,0.5533437728881836,0.632434606552124
83.0,0.07909083366394043,0.3114359378814697,0.2323451042175293,0.31259632110595703
84.0,0.08025121688842773,0.18177199363708496,0.10152077674865723,0.2045292854309082
32.0,0.10300850868225098,0.32694530487060547,0.2239367961883545,0.3085498809814453
82.0,0.08461308479309082,0.3260061740875244,0.2413930892944336,0.2969965934753418
69.0,0.0556035041809082,0.7833757400512695,0.7277722358703613,0.8122971057891846
76.0,0.08452486991882324,0.23218679428100586,0.14766192436218262,0.2329118251800537
73.0,0.0852499008178711,0.1682894229888916,0.08303952217102051,0.19088196754455566
65.0,0.10784244537353516,0.2371203899383545,0.12927794456481934,0.2108321189880371
78.0,0.08155417442321777,0.4256141185760498,0.34405994415283203,0.45582151412963867
67.0,0.11176156997680664,0.5088043212890625,0.39704275131225586,0.46813106536865234
69.0,0.07108831405639648,0.9905683994293213,0.9194800853729248,0.9914236068725586
188.0,0.07194352149963379,0.06894350051879883,-0.003000020980834961,0.11963748931884766
32.0,0.12263751029968262,0.4007844924926758,0.27814698219299316,0.40015697479248047
65.0,0.1220099925994873,0.3143281936645508,0.19231820106506348,0.31438279151916504
66.0,0.12206459045410156,0.45905232429504395,0.3369877338409424,0.4580998420715332
68.0,0.12111210823059082,0.33460521697998047,0.21349310874938965,0.35651111602783203
32.0,0.14301800727844238,0.48485350608825684,0.34183549880981445,0.4255220890045166
79.0,0.08368659019470215,0.8535845279693604,0.7698979377746582,0.8735165596008301
70.0,0.10361862182617188,0.1317741870880127,0.02815556526184082,0.14460182189941406
32.0,0.11644625663757324,0.21024370193481445,0.09379744529724121,0.1795032024383545
72.0,0.08570575714111328,0.27968788146972656,0.19398212432861328,0.3003418445587158
73.0,0.10635972023010254,0.38845396041870117,0.28209424018859863,0.3701016902923584
83.0,0.08800745010375977,0.3013625144958496,0.21335506439208984,0.3276088237762451
32.0,0.11425375938415527,0.7502765655517578,0.6360228061676025,0.7040810585021973
74.0,0.06805825233459473,0.36309266090393066,0.29503440856933594,0.36890530586242676
85.0,0.07387089729309082,0.5656702518463135,0.49179935455322266,0.5806317329406738
68.0,0.08883237838745117,0.33013105392456055,0.24129867553710938,0.3414463996887207
71.0,0.10014772415161133,0.2950315475463867,0.1948838233947754,0.30002808570861816
77.0,0.10514426231384277,0.13933324813842773,0.03418898582458496,0.11405324935913086
69.0,0.0798642635345459,0.19071555137634277,0.11085128784179688,0.20283985137939453
78.0,0.09198856353759766,0.5083212852478027,0.4163327217102051,0.49005913734436035
84.0,0.07372641563415527,4.0789079666137695,4.005181550979614,4.112010955810547
78.0,0.10682940483093262,4.347299337387085,4.240469932556152,4.358238458633423
39.0,0.11776852607727051,0.5686564445495605,0.45088791847229004,2.0434348583221436
39.0,1.5925469398498535,5.1420676708221436,3.54952073097229,3.6227359771728516
69.0,0.07321524620056152,0.20644474029541016,0.13322949409484863,0.25971245765686035
39.0,0.12648296356201172,0.2020127773284912,0.07552981376647949,0.1800401210784912
39.0,0.10451030731201172,0.2112889289855957,0.10677862167358398,0.19516658782958984
39.0,0.08838796615600586,0.19142794609069824,0.10303997993469238,0.1990337371826172
39.0,0.0959937572479248,0.5096855163574219,0.41369175910949707,0.5767982006072998
32.0,0.16310644149780273,0.4353830814361572,0.2722766399383545,0.364666223526001
84.0,0.09238958358764648,0.18617749214172363,0.09378790855407715,0.18521809577941895
72.0,0.0914301872253418,0.3968842029571533,0.3054540157318115,0.4083244800567627
69.0,0.10287046432495117,0.2597360610961914,0.15686559677124023,0.3108971118927002
32.0,0.15403151512145996,0.5641379356384277,0.4101064205169678,0.49582934379577637
72.0,0.0857229232788086,0.36316633224487305,0.27744340896606445,0.36800265312194824
73.0,0.09055924415588379,0.7124204635620117,0.6218612194061279,0.6930832862854004
71.0,0.07122206687927246,0.2198188304901123,0.14859676361083984,0.23007559776306152
72.0,0.08147883415222168,0.28943800926208496,0.20795917510986328,0.2760026454925537
69.0,0.06804347038269043,0.28568410873413086,0.21764063835144043,0.338672399520874
83.0,0.1210317611694336,0.5993549823760986,0.47832322120666504,0.5549530982971191
84.0,0.0766298770904541,0.36011791229248047,0.28348803520202637,0.3880290985107422
32.0,0.10454106330871582,0.2855226993560791,0.18098163604736328,0.2687845230102539
79.0,0.08780288696289062,0.32543015480041504,0.23762726783752441,0.3151743412017822
80.0,0.07754707336425781,0.39320874214172363,0.3156616687774658,0.4338979721069336
73.0,0.11823630332946777,0.26453185081481934,0.14629554748535156,0.23619651794433594
78.0,0.08990097045898438,0.2579638957977295,0.16806292533874512,0.27121782302856445
73.0,0.10315489768981934,0.29900193214416504,0.1958470344543457,0.28399014472961426
79.0,0.08814311027526855,0.3809330463409424,0.29278993606567383,0.3659236431121826
78.0,0.07313370704650879,0.6965198516845703,0.6233861446380615,0.7128996849060059
190.0,0.08951354026794434,0.4322681427001953,0.342754602432251,0.4599170684814453
32.0,0.11716246604919434,0.5554404258728027,0.4382779598236084,0.5571067333221436
67.0,0.11882877349853516,0.31278538703918457,0.19395661354064941,0.2915303707122803
79.0,0.09757375717163086,0.3370661735534668,0.23949241638183594,0.318082332611084
77.0,0.07858991622924805,0.23225116729736328,0.15366125106811523,0.25180935859680176
80.0,0.09814810752868652,0.30592894554138184,0.2077808380126953,0.29364562034606934
76.0,0.08586478233337402,0.2810022830963135,0.19513750076293945,0.2728767395019531
73.0,0.07773923873901367,0.2755849361419678,0.1978456974029541,0.28908205032348633
77.0,0.09123635292053223,0.21527528762817383,0.1240389347076416,0.20297884941101074
69.0,0.07893991470336914,0.44820308685302734,0.3692631721496582,0.4391002655029297
78.0,0.06983709335327148,0.4109804630279541,0.3411433696746826,0.4728212356567383
84.0,0.13167786598205566,0.4514656066894531,0.31978774070739746,0.4779486656188965
83.0,0.15816092491149902,0.26633524894714355,0.10817432403564453,0.24738407135009766
32.0,0.13920974731445312,0.3209521770477295,0.18174242973327637,0.28974199295043945
65.0,0.10799956321716309,0.35988950729370117,0.2518899440765381,0.3500075340270996
76.0,0.09811758995056152,0.42050790786743164,0.3223903179168701,0.397855281829834
87.0,0.07546496391296387,0.17868804931640625,0.10322308540344238,0.21150708198547363
65.0,0.10828399658203125,0.47013235092163086,0.3618483543395996,0.44476318359375
89.0,0.08291482925415039,0.39592957496643066,0.3130147457122803,0.41493940353393555
83.0,0.10192465782165527,0.23201966285705566,0.1300950050354004,0.2301344871520996
32.0,0.10003948211669922,0.4333059787750244,0.3332664966583252,0.4231386184692383
84.0,0.08987212181091309,0.25089406967163086,0.16102194786071777,0.24604058265686035
65.0,0.08501863479614258,0.2588200569152832,0.17380142211914062,0.2688305377960205
75.0,0.09502911567687988,0.38198089599609375,0.28695178031921387,0.3674812316894531
69.0,0.08052945137023926,0.2688627243041992,0.18833327293395996,0.28434109687805176
32.0,0.0960078239440918,0.34925031661987305,0.25324249267578125,0.3505549430847168
89.0,0.09731245040893555,0.2833571434020996,0.18604469299316406,0.29182958602905273
79.0,0.10578489303588867,0.4341096878051758,0.3283247947692871,0.4326293468475342
85.0,0.10430455207824707,0.8124127388000488,0.7081081867218018,0.8391928672790527
32.0,0.13108468055725098,0.5819146633148193,0.45082998275756836,0.510124683380127
66.0,0.059294700622558594,0.40051841735839844,0.34122371673583984,0.41731929779052734
89.0,0.0760955810546875,0.2724306583404541,0.1963350772857666,0.3453381061553955
32.0,0.1490030288696289,0.3637053966522217,0.21470236778259277,0.3095734119415283
83.0,0.09487104415893555,0.3632984161376953,0.26842737197875977,0.33350324630737305
85.0,0.06507587432861328,0.4527132511138916,0.3876373767852783,0.4536299705505371
82.0,0.06599259376525879,0.2775564193725586,0.2115638256072998,0.2988851070404053
80.0,0.08732128143310547,0.2188854217529297,0.13156414031982422,0.25986766815185547
82.0,0.12830352783203125,0.3986027240753174,0.27029919624328613,0.34877634048461914
73.0,0.07847714424133301,0.3898153305053711,0.3113381862640381,0.4020097255706787
83.0,0.09067153930664062,0.6783416271209717,0.587670087814331,0.6502642631530762
69.0,0.06259417533874512,0.753838062286377,0.6912438869476318,0.7863671779632568
188.0,0.095123291015625,0.02010488510131836,-0.07501840591430664,0.07434248924255371
32.0,0.14936089515686035,0.3027048110961914,0.15334391593933105,0.2819843292236328
